Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,price_z,price_bin_q4
432,50.0,RM,60.0,5586.0,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6.0,7.0,1920.0,1998.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,1088.0,110.0,0.0,1198.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,0.0,98.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,9.0,2008.0,ConLD,Abnorml,79900,-1.2720622627105642,Low
433,160.0,RM,24.0,1920.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,Y,SBrkr,765.0,600.0,0.0,1365.0,1.0,0.0,1.0,1.0,2.0,1.0,TA,6.0,Min1,0.0,NA,Detchd,1971.0,Unf,2.0,440.0,TA,TA,Y,240.0,36.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2007.0,WD,Normal,122500,-0.7356416441083466,Low
434,60.0,RL,100.0,10839.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2008.0,WD,Normal,181000,0.0009923039721632817,MidHigh
435,180.0,RM,21.0,1890.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4.0,7.0,1972.0,1972.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,Y,SBrkr,630.0,0.0,0.0,692.18,1.0,0.0,1.0,0.0,1.0,1.0,TA,3.0,Typ,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,88.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2008.0,WD,Normal,81000,-1.2582110260799906,Low
436,60.0,RL,43.0,10667.0,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7.0,6.0,1996.0,1996.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827.0,834.0,0.0,1661.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,158.0,61.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4.0,2009.0,ConLw,Normal,212000,0.39134533628833096,MidHigh
437,50.0,RM,40.0,4400.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6.0,8.0,1920.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,648.0,648.0,GasA,TA,Y,FuseA,734.0,384.0,0.0,1118.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1990.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10.0,2006.0,WD,Normal,116000,-0.8174898605617367,Low
438,45.0,RM,50.0,6000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6.0,7.0,1926.0,2004.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0.0,0.0,105.0,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,2009.0,WD,Normal,119000,-0.7797137606601721,Low
439,30.0,RL,40.0,4280.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5.0,6.0,1913.0,2002.0,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,TA,N,SBrkr,694.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,1.0,Gd,Detchd,1990.0,Unf,1.0,352.0,Gd,TA,P,0.0,0.0,34.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,3.0,2007.0,WD,Normal,90350,-1.1404755147201142,Low
440,50.0,RL,67.0,12354.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,8.0,1920.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0.0,46.0,0.0,0.0,0.0,0.0,NA,GdPrv,Shed,700.0,8.0,2009.0,ConLI,Normal,110000,-0.8930420603648659,Low
441,20.0,RL,105.0,15431.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2008.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1572.41,ALQ,539.0,788.0,2155.05,GasA,Ex,Y,SBrkr,2219.4600000000005,0.0,0.0,2402.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,10.0,Typ,2.0,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,0.0,72.0,0.0,0.0,170.0,0.0,NA,NA,NA,0.0,4.0,2009.0,WD,Normal,555000,4.710412758367219,High
442,90.0,RL,92.0,12108.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4.0,4.0,1955.0,1955.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440.0,0.0,0.0,1440.0,0.0,0.0,2.0,0.0,4.0,2.0,Fa,8.0,Typ,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9.0,2008.0,WD,Normal,118000,-0.7923057939606936,Low
443,50.0,RM,52.0,6240.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1930.0,1992.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,Y,SBrkr,1128.0,445.0,0.0,1573.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Typ,1.0,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2008.0,WD,Normal,162900,-0.22692349876727655,MidLow
444,120.0,RL,53.0,3922.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0.0,1258.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,648.0,TA,TA,Y,144.0,16.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2007.0,New,Partial,172500,-0.1060399790822698,MidHigh
445,60.0,RL,70.0,8750.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1994.0,1995.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642.0,Unf,0.0,273.0,915.0,GasA,Ex,Y,SBrkr,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1994.0,Unf,2.0,493.0,TA,TA,Y,144.0,133.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2008.0,WD,Normal,210000,0.3661612696872879,MidHigh
446,20.0,RL,73.0,9855.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,1956.0,1956.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Fa,Y,SBrkr,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1956.0,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,11.0,2009.0,COD,Normal,127500,-0.672681477605739,Low
447,20.0,RL,137.0,16492.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6.0,6.0,1966.0,2002.0,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247.0,Rec,713.0,557.0,1517.0,GasA,Ex,Y,SBrkr,1888.0,0.0,0.0,1888.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,6.0,Mod,1.0,Gd,Attchd,1966.0,Fin,2.0,578.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2010.0,WD,Normal,190000,0.11432060367685712,MidHigh
448,60.0,RL,69.0,11214.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1999.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasA,Gd,Y,SBrkr,956.0,930.0,0.0,1886.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,1.0,TA,Attchd,1998.0,Fin,2.0,431.0,TA,TA,Y,89.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2006.0,WD,Normal,199900,0.23898173335202036,MidHigh
449,50.0,RM,50.0,8600.0,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1937.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780.0,596.0,0.0,1376.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1937.0,Unf,1.0,198.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2006.0,WD,Normal,119500,-0.7734177440099113,Low
450,50.0,RM,50.0,6000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3.0,7.0,1948.0,2002.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331.0,Unf,0.0,318.0,649.0,GasA,Ex,Y,SBrkr,679.0,504.0,0.0,1183.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1981.0,Unf,1.0,308.0,TA,TA,Y,0.0,176.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2007.0,WD,Normal,120000,-0.7671217273596506,Low
451,30.0,RM,70.0,5684.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6.0,8.0,1930.0,2005.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,Ex,Y,FuseA,813.0,0.0,0.0,813.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,NA,Detchd,1932.0,Unf,1.0,270.0,Fa,Fa,N,0.0,113.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2006.0,WD,Normal,110000,-0.8930420603648659,Low
452,20.0,RL,62.0,37567.64000000021,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7.0,5.0,1975.0,1975.0,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533.0,0.0,0.0,1533.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,2.0,TA,Attchd,1975.0,Unf,2.0,576.0,TA,TA,Y,200.0,54.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12.0,2006.0,WD,Normal,280000,1.2476036007237956,High
453,60.0,RL,69.0,9303.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6.0,5.0,1996.0,1997.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742.0,Unf,0.0,130.0,872.0,GasA,Ex,Y,SBrkr,888.0,868.0,0.0,1756.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,NA,Attchd,1996.0,Fin,2.0,422.0,TA,TA,Y,144.0,122.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2007.0,WD,Normal,204000,0.29060906988415863,MidHigh
454,60.0,FV,75.0,9000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,786.0,804.0,0.0,1590.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2008.0,RFn,2.0,676.0,TA,TA,Y,0.0,30.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2009.0,WD,Normal,210000,0.3661612696872879,MidHigh
455,90.0,RL,63.0,9297.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5.0,5.0,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1572.41,Unf,0.0,122.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0.0,1728.0,2.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NA,Detchd,1976.0,Unf,2.0,560.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2006.0,WD,Family,188000,0.08913653707581405,MidHigh
456,20.0,RL,80.0,9600.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,6.0,1973.0,1973.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916.0,Unf,0.0,326.0,1242.0,GasA,Fa,Y,SBrkr,1242.0,0.0,0.0,1242.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1973.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9.0,2007.0,WD,Normal,175500,-0.06826387918070517,MidHigh
457,70.0,RM,34.0,4571.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.0,5.0,1916.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Fa,N,SBrkr,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,NA,Detchd,1916.0,Unf,3.0,513.0,Fa,Fa,Y,0.0,0.0,96.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2008.0,COD,Abnorml,98000,-1.0441464599711243,Low
458,20.0,RL,69.0,37567.64000000021,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4.0,6.0,1954.0,1994.0,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116.0,Unf,0.0,248.0,1364.0,GasA,Ex,Y,SBrkr,1663.0,0.0,0.0,1663.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Min1,2.0,Gd,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,224.0,137.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3.0,2008.0,WD,Normal,256000,0.9453948015112786,High
459,70.0,RM,69.0,5100.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8.0,7.0,1925.0,1996.0,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,588.0,588.0,GasA,Fa,Y,SBrkr,833.0,833.0,0.0,1666.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1925.0,Unf,1.0,228.0,TA,TA,Y,192.0,63.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6.0,2008.0,WD,Normal,161000,-0.2508483620382675,MidLow
460,50.0,RL,69.0,7015.0,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1950.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185.0,Unf,0.0,524.0,709.0,GasA,TA,Y,SBrkr,979.0,224.0,0.0,1203.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,1.0,TA,Detchd,1950.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,248.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2009.0,WD,Normal,110000,-0.8930420603648659,Low
461,60.0,FV,75.0,8004.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544.0,Unf,0.0,288.0,832.0,GasA,Ex,Y,SBrkr,832.0,1103.0,0.0,1935.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,0.0,NA,BuiltIn,2009.0,Fin,2.0,552.0,TA,TA,Y,0.0,150.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12.0,2009.0,New,Partial,263435,1.0390165691006563,High
462,70.0,RL,60.0,7200.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7.0,9.0,1936.0,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350.0,BLQ,210.0,0.0,560.0,GasA,Ex,Y,SBrkr,575.0,560.0,0.0,1135.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Detchd,1971.0,RFn,2.0,576.0,TA,TA,Y,256.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,4.0,2009.0,WD,Normal,155000,-0.3264005618413967,MidLow
463,20.0,RL,60.0,8281.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1965.0,1965.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,311.0,0.0,864.0,GasA,Gd,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Po,Detchd,1965.0,Unf,1.0,360.0,TA,TA,Y,0.0,0.0,236.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,12.0,2009.0,WD,Normal,62383,-1.4926369100358,Low
464,70.0,RL,74.0,11988.0,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6.0,7.0,1934.0,1995.0,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0.0,389.0,715.0,GasA,Fa,Y,FuseA,849.0,811.0,0.0,1660.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2008.0,WD,Normal,188700,0.09795096038617912,MidHigh
465,20.0,RL,60.0,8430.0,Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1978.0,1978.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616.0,Unf,0.0,424.0,1040.0,GasA,TA,Y,SBrkr,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2009.0,WD,Normal,124000,-0.7167535941575643,Low
466,120.0,RM,69.0,3072.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2004.0,2004.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1375.0,1375.0,GasA,Ex,Y,SBrkr,1414.0,0.0,0.0,1414.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2004.0,Fin,2.0,398.0,TA,TA,Y,144.0,20.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2006.0,WD,Normal,178740,-0.027465691287015395,MidHigh
467,20.0,RL,85.0,10628.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1970.0,1970.0,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778.0,Unf,0.0,499.0,1277.0,GasA,TA,Y,SBrkr,1277.0,0.0,0.0,1277.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,1970.0,Unf,2.0,526.0,TA,TA,Y,0.0,0.0,0.0,0.0,176.0,0.0,NA,GdWo,NA,0.0,4.0,2007.0,WD,Normal,167000,-0.17529616223513825,MidHigh
468,70.0,RL,79.0,9480.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5.0,7.0,1942.0,1995.0,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386.0,Unf,0.0,342.0,728.0,GasA,Ex,Y,SBrkr,888.0,756.0,0.0,1644.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Attchd,1942.0,Unf,1.0,312.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2007.0,WD,Normal,146500,-0.4334328448958298,MidLow
469,20.0,RL,98.0,11428.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1626.0,1626.0,GasA,Ex,Y,SBrkr,1634.0,0.0,0.0,1634.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,866.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2007.0,WD,Normal,250000,0.8698426017081494,High
470,60.0,RL,76.0,9291.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6.0,5.0,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426.0,Unf,0.0,406.0,832.0,GasA,Ex,Y,SBrkr,832.0,878.0,0.0,1710.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,1993.0,RFn,2.0,506.0,TA,TA,Y,144.0,70.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2008.0,WD,Normal,187000,0.07654450377529251,MidHigh
